Time Index,L Velocity,R Velocity,X Position,Y Position,Theta,LiDAR F,LiDAR R,Gyro,Compass X,Compass Y
0,-0.0,-0.0,1.9832278465412197e-11,1.835374672104484e-06,90.00347408768698,1963.4021186022148,1948.7702022963858,9.391378249063664e-07,3.491426523696221e-09,1.0689773428851101
1,-0.004,-0.004,3.142969363229258e-11,1.8366290987920086e-06,90.00342612865528,2018.3618832554462,1887.4813302394634,-5.4637209087726883e-08,3.4186351700827494e-09,0.9320950652795273
2,-0.008,-0.008,2.950509335550994e-11,1.725666300751716e-06,90.00322077114564,1816.483897497561,1900.3509668428467,-5.314109007106854e-08,3.0409408176685244e-09,0.9662886356188919
3,-0.012,-0.012,2.5703773656770342e-11,1.5089359816436443e-06,90.00281494557134,2110.2873598440333,1952.7698442710132,-1.1124663802403128e-07,2.7451622251294686e-09,0.9474386566577406
4,-0.016,-0.016,1.995563588506888e-11,1.1841341817642181e-06,90.0022066952799,1935.1833276385105,1719.0544244775576,-1.577347060512927e-07,1.9027870748847155e-09,0.8512150555131521
5,-0.02,-0.02,1.2236260399020593e-11,7.510471891486459e-07,90.00139590255972,1941.6322703464486,2065.8093215307904,-1.993220346620603e-07,1.265684803122013e-09,1.0714878555550253
6,-0.024,-0.024,2.545038053187402e-12,2.0964879796775415e-07,90.00038253987435,2063.0393755113096,1894.1431391162541,-2.387899883674112e-07,3.841808464389335e-10,0.99903867215451
7,-0.028,-0.028,-9.117548011613845e-12,-4.4007586756655837e-07,89.99916658867569,2032.895732465014,1958.970292657838,-3.1687891101840506e-07,-7.716180879210177e-10,0.9113077999288208
8,-0.032,-0.032,-2.2752015590011936e-11,-1.1981428065035993e-06,89.99774803434693,1830.1287163045715,1795.6009977070653,-3.5139604919696687e-07,-2.1603155087173964e-09,1.1053149762254726
9,-0.036000000000000004,-0.036000000000000004,-3.8359917212084024e-11,-2.0645700422455837e-06,89.99612686523002,1972.4432343956364,1969.1663376590457,-3.9132172805887086e-07,-4.122229051098844e-09,1.0378317625362428
10,-0.04,-0.04,-5.5943755473942224e-11,-3.0393777478293638e-06,89.99430307201884,1974.1330685729263,1887.8453197609315,-4.446466730253028e-07,-5.588400849588057e-09,0.8958870163534701
11,-0.044,-0.044,-7.550688354185549e-11,-4.122588306607056e-06,89.99227664728411,1928.7157987924668,1947.7421110767139,-4.974898067954209e-07,-7.598982803051572e-09,0.9239012619542665
12,-0.048,-0.048,-8.704554499333599e-06,5.668979623081605e-05,89.92613767597051,2023.0084840699178,1846.062339122664,-0.001020211553975487,-3.7964516182358005e-06,0.98227458820374
13,-0.052000000000000005,-0.052000000000000005,-1.8159925821430872e-05,0.00012356520103857377,89.86270211306878,1955.0273717494595,1918.6265157355815,0.0006878180012656773,-1.3528834839179602e-06,1.0319930136501394
14,-0.056,-0.056,-2.5210742711462323e-05,0.00018967666572900638,90.17909835858025,2089.3862204362426,2091.818942100409,0.0015713172290422576,4.526392231532245e-06,0.9990049005748393
15,-0.06,-0.06,-2.7327497422818143e-05,0.00025406410410352964,90.20162372668689,1768.7064800099442,1873.3348794998374,0.001840923025525919,1.1542003261109821e-05,1.032581221224058
16,-0.064,-0.064,-2.4855079124594116e-05,0.0003180079652507911,90.20854439541533,1794.9974662637128,1899.9909965757713,0.0016842628465060148,1.8417426243504244e-05,0.9511985023548174
17,-0.068,-0.068,-1.8518062382632644e-05,0.0003756356982430875,90.20704121959587,1960.111907454601,1952.5688991999032,0.00040194627309684107,1.7949680631003107e-05,1.0113289920355528
18,-0.07200000000000001,-0.07200000000000001,-9.291877101689546e-06,0.0004237297725581332,90.20100691467648,1841.5323668489007,1889.0884507904752,0.00019436978660361233,2.037955431419063e-05,0.9784299284658146
19,-0.076,-0.076,1.4979218253041487e-06,0.00046347189360798624,90.19342325466882,1968.9675849341404,2058.111302573742,9.3228726881905e-05,2.210685277879578e-05,0.9344937259113418
20,-0.08,-0.08,1.2722757013575928e-05,0.0004959907345575207,90.18460272794405,1955.2134977754547,1801.3577044024332,6.287773681348731e-05,2.132264870858816e-05,1.0123409423476648
21,-0.084,-0.084,2.351581920686457e-05,0.0005243195635045508,90.17430155434862,1839.1149688300525,2008.0829889152021,5.401566096973659e-05,2.1258458283460533e-05,0.92849891656275
22,-0.088,-0.088,3.32713800807818e-05,0.0005511751510406671,90.16301916488635,2037.4090251480898,1931.2448911105187,4.2470162016762946e-05,2.197569878954304e-05,1.0768219096184473
23,-0.092,-0.092,4.160577553366841e-05,0.0005792393079488006,90.15126817033963,1766.5165298855288,2033.039013015669,3.542330564925101e-05,2.1660576796619106e-05,0.9890314821292433
24,-0.096,-0.096,4.750363277356294e-05,0.0006105230168827191,90.13940335983477,1780.2393399726911,1894.2124275282506,2.0583072902645003e-05,2.124368848125425e-05,1.0444553532603953
