,L Velocity,R Velocity,X Position,Y Position,Theta,LiDAR F,LiDAR R,Gyro,Compass X,Compass Y
777,-0.19425000000000003,-0.7770000000000001,-0.00014864370629538826,0.0047195827147210705,93.60787942607662,203.26972245206343,205.26736392861054,0.00016187500000008903,0.06292776949521789,0.9980180839174994
778,-0.1945,-0.778,-0.00014940965520105466,0.004731714810019752,93.61716611700604,203.26682329328221,205.27026474263192,0.00016208333333334046,0.06308953076568997,0.998007871265435
779,-0.19475,-0.779,-0.00015017855881012564,0.004743862374724472,93.62646474455617,203.2639257500458,205.27317495550182,0.0001622916666665919,0.06325149829490853,0.9979976192173252
780,-0.195,-0.78,-0.0001509504246945994,0.004756025408034702,93.63577530872705,203.26102984295196,205.27479213636272,0.00016250000000006537,0.06341367207220025,0.9979873276722102
781,-0.19525,-0.781,-0.00015172526043596692,0.004768203909146905,93.64509780951866,203.25813559262565,205.2777170647721,0.0001627083333333168,0.06357605208685026,0.9979769965290032
782,-0.1955,-0.782,-0.00015250307362532566,0.004780397877254359,93.654432246931,203.2552430197191,205.27934282990614,0.00016291666666656823,0.06373863832810274,0.9979666256864902
783,-0.19575,-0.783,-0.00015328387186320925,0.004792607311547271,93.66377862096407,203.25235214491178,205.28228248587592,0.0001631250000000417,0.06390143078516079,0.9979562150433301
784,-0.19600000000000004,-0.7840000000000001,-0.0001540676627597577,0.004804832211212726,93.67313693161788,203.24946298891044,205.28531607539495,0.00016333333333329314,0.06406442944718567,0.9979457644980546
785,-0.19625,-0.785,-0.00015485445393460394,0.004817072575434736,93.68250717889241,203.24657557244905,205.28695602667838,0.00016354166666676662,0.06422763430329755,0.9979352739490682
786,-0.1965,-0.786,-0.00015564425301693062,0.004829328403394186,93.69188936278768,203.24368991628884,205.28992036986673,0.00016375000000001805,0.06439104534257453,0.9979247432946488
787,-0.19675,-0.787,-0.00015643706764547006,0.004841599694268836,93.70128348330367,203.24080604121846,205.2928941370925,0.00016395833333326948,0.06455466255405326,0.9979141724329464
788,-0.197,-0.788,-0.00015723290546850423,0.004853886447233265,93.71068954044041,203.23792396805368,205.29454804074197,0.00016416666666674296,0.06471848592672871,0.9979035612619848
789,-0.19725,-0.789,-0.00015803177414375113,0.0048661886614589775,93.72010753419788,203.2350437176377,205.2975365740222,0.0001643749999999944,0.06488251544955356,0.9978929096796602
790,-0.1975,-0.79,-0.00015883368133853538,0.004878506336114242,93.72953746457607,203.23216531084097,205.29919911254518,0.00016458333333324582,0.06504675111143858,0.997882217583742
791,-0.19775,-0.791,-0.00015963863472967432,0.0048908394703642555,93.738979331575,203.22928876856128,205.30220242402228,0.0001647916666667193,0.06521119290125268,0.9978714848718725
792,-0.19799999999999998,-0.7919999999999999,-0.00016044664200347825,0.004903188063370976,93.74843313519465,203.2264141117238,205.30521517439647,0.00016499999999997073,0.06537584080782206,0.9978607114415671
793,-0.19825,-0.793,-0.00016125771085586394,0.0049155521142931775,93.75789887543505,203.22354136128106,205.3069799837553,0.0001652083333334442,0.06554069481993098,0.997849897190214
794,-0.1985,-0.794,-0.00016207184899224103,0.004927931622286508,93.76737655229617,203.22067053821286,205.31000806936524,0.00016541666666669563,0.06570575492632083,0.9978390420150748
795,-0.19875,-0.795,-0.00016288906412751202,0.004940326586503431,93.77686616577802,203.21780166352636,205.31304560443505,0.00016562499999994706,0.0658710211156906,0.9978281458132839
796,-0.199,-0.796,-0.00016370936398607227,0.004952737006093116,93.78636771588062,203.21493475825622,205.31473643944022,0.00016583333333342054,0.06603649337669688,0.9978172084818488
797,-0.19925,-0.797,-0.00016453275630192365,0.004965162880201604,93.79588120260394,203.21206984346438,205.3177887915622,0.00016604166666667197,0.06620217169795299,0.9978062299176502
798,-0.1995,-0.798,-0.00016535924881850406,0.004977604207971695,93.80540662594798,203.20920694024022,205.32085060210878,0.0001662499999999234,0.06636805606802959,0.9977952100174419
799,-0.19975,-0.799,-0.00016618884928880107,0.00499006098854295,93.81494398591276,203.20634606970052,205.3225554939835,0.00016645833333339688,0.06653414647545457,0.9977841486778505
800,-0.2,-0.8,-0.00016702156547535195,0.0050025332210516926,93.82449328249828,203.20348725298953,205.32563213988806,0.0001666666666666483,0.06670044290871227,0.9977730457953761
801,-0.20025,-0.801,-0.00016785740515013004,0.005015020904631058,93.83405451570451,203.20063051127877,205.32871825321467,0.00016687499999989974,0.06686694535624402,0.9977619012663919
802,-0.2005,-0.802,-0.00016869637609465826,0.005027524038410888,93.8436276855315,203.19777586576743,205.33043723013682,0.00016708333333337322,0.06703365380644807,0.9977507149871441
803,-0.20075,-0.803,-0.00016953848610000931,0.005040042621517784,93.8532127919792,203.19492333768193,205.33363112971713,0.00016729166666662465,0.0672005682476788,0.9977394868537524
804,-0.201,-0.804,-0.00017038374296674875,0.0050525766530751075,93.86280983504764,203.19207294827626,205.33674212612058,0.00016750000000009813,0.06736768866824745,0.9977282167622092
805,-0.20125,-0.805,-0.00017123215450487805,0.005065126132202863,93.87241881473682,203.18922471883192,205.33847549351123,0.00016770833333334956,0.06753501505642126,0.9977169046083808
806,-0.2015,-0.806,-0.00017208372853394849,0.005077691058017819,93.88203973104672,203.18637867065786,205.34160136453394,0.000167916666666601,0.06770254740042385,0.9977055502880062
807,-0.20174999999999998,-0.8069999999999999,-0.00017293847288306097,0.005090271429633504,93.89167258397737,203.18353482509042,205.3447367227023,0.00016812500000007446,0.06787028568843524,0.9976941536966979
808,-0.202,-0.808,-0.00017379639539080927,0.005102867246160088,93.90131737352873,203.18069320349358,205.34648423385394,0.0001683333333333259,0.06803822990859106,0.9976827147299414
809,-0.20225,-0.809,-0.00017465750390522318,0.005115478506704392,93.91097409970082,203.17785382725882,205.34963448515074,0.00016854166666657733,0.06820638004898302,0.9976712332830959
810,-0.2025,-0.81,-0.000175521806283939,0.005128105210370052,93.92064276249367,203.17501671780502,205.3527942326891,0.0001687500000000508,0.06837473609765893,0.9976597092513937
811,-0.20275,-0.811,-0.0001763893103939722,0.005140747356257293,93.93032336190723,203.17218189657876,205.35465250080068,0.00016895833333330224,0.06854329804262184,0.9976481425299404
812,-0.203,-0.812,-0.00017726002411194486,0.005153404943463045,93.94001589794154,203.16934938505412,205.35782772370254,0.0001691666666667757,0.06871206587183082,0.9976365330137149
